SOURCE,PATHWAY,link
REACTOME,Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase,https://reactome.org/PathwayBrowser/#/R-MMU-264870
REACTOME,Regulation of APC/C activators between G1/S and early anaphase,https://reactome.org/PathwayBrowser/#/R-MMU-209905
REACTOME,APC/C:Cdc20 mediated degradation of mitotic proteins,https://reactome.org/PathwayBrowser/#/R-MMU-426117
REACTOME,Phosphorylation of the APC/C,https://reactome.org/PathwayBrowser/#/R-MMU-174184
REACTOME,Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins,https://reactome.org/PathwayBrowser/#/R-MMU-1640170
REACTOME,APC-Cdc20 mediated degradation of Nek2A,https://reactome.org/PathwayBrowser/#/R-MMU-69620
REACTOME,APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint,https://reactome.org/PathwayBrowser/#/R-MMU-69278
REACTOME,Separation of Sister Chromatids,https://reactome.org/PathwayBrowser/#/R-MMU-204998
REACTOME,Senescence-Associated Secretory Phenotype (SASP),https://reactome.org/PathwayBrowser/#/R-MMU-446728
REACTOME,Cellular Senescence,https://reactome.org/PathwayBrowser/#/R-MMU-202733
REACTOME,Regulation of mitotic cell cycle,https://reactome.org/PathwayBrowser/#/R-MMU-1500931
REACTOME,Assembly of the pre-replicative complex,https://reactome.org/PathwayBrowser/#/R-MMU-421270
REACTOME,DNA Replication Pre-Initiation,https://reactome.org/PathwayBrowser/#/R-MMU-446353
REACTOME,CDK-mediated phosphorylation and removal of Cdc6,https://reactome.org/PathwayBrowser/#/R-MMU-2559583
REACTOME,Switching of origins to a post-replicative state,https://reactome.org/PathwayBrowser/#/R-MMU-189200
REACTOME,Synthesis of DNA,https://reactome.org/PathwayBrowser/#/R-MMU-9711123
REACTOME,S Phase,https://reactome.org/PathwayBrowser/#/R-MMU-3371556
REACTOME,DNA Replication,https://reactome.org/PathwayBrowser/#/R-MMU-1234174
REACTOME,Mitotic Spindle Checkpoint,https://reactome.org/PathwayBrowser/#/R-MMU-9711097
REACTOME,Cell Cycle Checkpoints,https://reactome.org/PathwayBrowser/#/R-MMU-8953897
REACTOME,Synthesis of bile acids and bile salts,https://reactome.org/PathwayBrowser/#/R-MMU-2262752
REACTOME,Bile acid and bile salt metabolism,https://reactome.org/PathwayBrowser/#/R-MMU-380287
REACTOME,Metabolism of lipids,https://reactome.org/content/query?q=Metabolism%20of%20lipids&types=Pathway
REACTOME,Metabolism of steroids,https://reactome.org/PathwayBrowser/#/R-MMU-390466
REACTOME,Syndecan interactions,https://reactome.org/PathwayBrowser/#/R-MMU-380108
REACTOME,Non-integrin membrane-ECM interactions,https://reactome.org/PathwayBrowser/#/R-MMU-75035
REACTOME,Type I hemidesmosome assembly,https://reactome.org/PathwayBrowser/#/R-MMU-191273
REACTOME,Cell junction organization,https://reactome.org/PathwayBrowser/#/R-MMU-6807047
REACTOME,Organelle biogenesis and maintenance,https://reactome.org/PathwayBrowser/#/R-MMU-6807062
REACTOME,Cilium Assembly,https://reactome.org/PathwayBrowser/#/R-MMU-6798163
REACTOME,Anchoring of the basal body to the plasma membrane,https://reactome.org/content/query?q=Anchoring%20of%20the%20basal%20body%20to%20the%20plasma%20membrane&types=Pathway
REACTOME,Receptor-type tyrosine-protein phosphatases,https://reactome.org/PathwayBrowser/#/R-MMU-1793185
REACTOME,Protein-protein interactions at synapses,https://reactome.org/PathwayBrowser/#/R-MMU-3247509
REACTOME,Signaling by Insulin receptor,https://reactome.org/PathwayBrowser/#/R-MMU-4839726
REACTOME,Insulin receptor recycling,https://reactome.org/PathwayBrowser/#/R-MMU-73886
REACTOME,Synaptic adhesion-like molecules,https://reactome.org/PathwayBrowser/#/R-MMU-8963888
REACTOME,PKMTs methylate histone lysines,https://reactome.org/PathwayBrowser/#/R-MMU-8964026
REACTOME,Chromatin modifying enzymes,https://reactome.org/PathwayBrowser/#/R-MMU-8963901
REACTOME,Chromatin organization,https://reactome.org/PathwayBrowser/#/R-MMU-5617833
REACTOME,Biological oxidations,https://reactome.org/PathwayBrowser/#/R-MMU-9793528
REACTOME,Cytochrome P450 - arranged by substrate type,https://reactome.org/PathwayBrowser/#/R-MMU-71403
REACTOME,Fatty acids,https://reactome.org/PathwayBrowser/#/R-MMU-373076
REACTOME,Phase I - Functionalization of compounds,https://reactome.org/PathwayBrowser/#/R-MMU-373080
REACTOME,Eicosanoids,https://reactome.org/PathwayBrowser/#/R-MMU-420499
REACTOME,Synthesis of Leukotrienes (LT) and Eoxins (EX),https://reactome.org/PathwayBrowser/#/R-MMU-983169
REACTOME,Arachidonic acid metabolism,https://reactome.org/PathwayBrowser/#/R-MMU-9603798
REACTOME,Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE),https://reactome.org/PathwayBrowser/#/R-MMU-1296053
REACTOME,Fatty acid metabolism,https://reactome.org/PathwayBrowser/#/R-MMU-173623
REACTOME,Amino acids regulate mTORC1,https://reactome.org/PathwayBrowser/#/R-MMU-8856828
REACTOME,Cellular response to starvation,https://reactome.org/PathwayBrowser/#/R-MMU-110331
REACTOME,MAP2K and MAPK activation,https://reactome.org/PathwayBrowser/#/R-MMU-110329
REACTOME,RHOQ GTPase cycle,https://reactome.org/PathwayBrowser/#/R-MMU-9759218
REACTOME,Fanconi Anemia Pathway,https://reactome.org/PathwayBrowser/#/R-MMU-196741
REACTOME,Collagen formation,https://reactome.org/PathwayBrowser/#/R-MMU-196783
REACTOME,Collagen biosynthesis and modifying enzymes,https://reactome.org/PathwayBrowser/#/R-MMU-2470946
REACTOME,Signaling by PDGF,https://reactome.org/PathwayBrowser/#/R-MMU-1650814
REACTOME,Assembly of collagen fibrils and other multimeric structures,https://reactome.org/PathwayBrowser/#/R-MMU-8948216
REACTOME,Integrin cell surface interactions,https://reactome.org/PathwayBrowser/#/R-MMU-1442490
REACTOME,NCAM1 interactions,https://reactome.org/PathwayBrowser/#/R-MMU-1474290
REACTOME,Collagen chain trimerization,https://reactome.org/PathwayBrowser/#/R-MMU-140875
REACTOME,Acyl chain remodeling of DAG and TAG,https://reactome.org/PathwayBrowser/#/R-MMU-166658
REACTOME,Glycerophospholipid biosynthesis,https://reactome.org/PathwayBrowser/#/R-MMU-6799198
REACTOME,Phospholipid metabolism,https://reactome.org/PathwayBrowser/#/R-MMU-2514853
REACTOME,Wax and plasmalogen biosynthesis,https://reactome.org/PathwayBrowser/#/R-MMU-2299718
REACTOME,Wax biosynthesis,https://reactome.org/PathwayBrowser/#/R-MMU-177135
REACTOME,Stimuli-sensing channels,https://reactome.org/PathwayBrowser/#/R-MMU-159424
REACTOME,Cardiac conduction,https://reactome.org/PathwayBrowser/#/R-MMU-177162
REACTOME,Ion homeostasis,https://reactome.org/PathwayBrowser/#/R-MMU-177128
REACTOME,Ion channel transport,https://reactome.org/PathwayBrowser/#/R-MMU-176407
REACTOME,Amplification of signal from the kinetochores,https://reactome.org/PathwayBrowser/#/R-MMU-6814122
REACTOME,Amplification of signal from unattached kinetochores via a MAD2 inhibitory signal,https://reactome.org/content/query?q=Amplification%20of%20signal%20from%20unattached%20kinetochores%20via%20a%20MAD2%20inhibitory%20signal&types=Pathway
REACTOME,RHO GTPase Effectors,https://reactome.org/PathwayBrowser/#/R-MMU-71288
REACTOME,Resolution of Sister Chromatid Cohesion,https://reactome.org/PathwayBrowser/#/R-MMU-166786
REACTOME,Regulation of PLK1 Activity at G2/M Transition,https://reactome.org/PathwayBrowser/#/R-MMU-8949613
REACTOME,Loss of Nlp from mitotic centrosomes,https://reactome.org/PathwayBrowser/#/R-MMU-1236973
REACTOME,Recruitment of mitotic centrosome proteins and complexes,https://reactome.org/PathwayBrowser/#/R-MMU-1236978
REACTOME,Loss of proteins required for interphase microtubule organization from the centrosome,https://reactome.org/PathwayBrowser/#/R-MMU-2243919
REACTOME,Centrosome maturation,https://reactome.org/PathwayBrowser/#/R-MMU-69273
REACTOME,Recruitment of NuMA to mitotic centrosomes,https://reactome.org/PathwayBrowser/#/R-MMU-69656
REACTOME,RHO GTPases Activate Formins,https://reactome.org/PathwayBrowser/#/R-MMU-69231
REACTOME,Mitotic Prometaphase,https://reactome.org/PathwayBrowser/#/R-MMU-69202
REACTOME,AURKA Activation by TPX2,https://reactome.org/PathwayBrowser/#/R-MMU-1614603
REACTOME,EML4 and NUDC in mitotic spindle formation,https://reactome.org/PathwayBrowser/#/R-MMU-211897
REACTOME,Macroautophagy,https://reactome.org/PathwayBrowser/#/R-MMU-111461
REACTOME,Autophagy,https://reactome.org/PathwayBrowser/#/R-MMU-1280215
REACTOME,The citric acid (TCA) cycle and respiratory electron transport,https://reactome.org/PathwayBrowser/#/R-MMU-9707564
REACTOME,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",https://reactome.org/PathwayBrowser/#/R-MMU-1834949
REACTOME,Respiratory electron transport,https://reactome.org/PathwayBrowser/#/R-MMU-156584
REACTOME,Complex I biogenesis,https://reactome.org/PathwayBrowser/#/R-MMU-1489509
REACTOME,Neurotransmitter receptors and postsynaptic signal transmission,https://reactome.org/PathwayBrowser/#/R-MMU-2172127
REACTOME,Activation of NMDA receptors and postsynaptic events,https://reactome.org/PathwayBrowser/#/R-MMU-2424491
REACTOME,Assembly and cell surface presentation of NMDA receptors,https://reactome.org/PathwayBrowser/#/R-MMU-180024
REACTOME,CLEC7A (Dectin-1) signaling,https://reactome.org/PathwayBrowser/#/R-MMU-418885
REACTOME,C-type lectin receptors (CLRs),https://reactome.org/PathwayBrowser/#/R-MMU-168928
REACTOME,Fatty acyl-CoA biosynthesis,https://reactome.org/PathwayBrowser/#/R-MMU-3134963
REACTOME,Synthesis of very long-chain fatty acyl-CoAs,https://reactome.org/PathwayBrowser/#/R-MMU-73893
REACTOME,Phase II - Conjugation of compounds,https://reactome.org/PathwayBrowser/#/R-MMU-5696394
REACTOME,Glucuronidation,https://reactome.org/PathwayBrowser/#/R-MMU-73942
REACTOME,"Formation of the active cofactor, UDP-glucuronate",https://reactome.org/PathwayBrowser/#/R-MMU-2559586
REACTOME,"Transport of vitamins, nucleosides, and related molecules",https://reactome.org/PathwayBrowser/#/R-MMU-5693606
REACTOME,Transport of nucleotide sugars,https://reactome.org/PathwayBrowser/#/R-MMU-5693532
REACTOME,Signaling by EGFR,https://reactome.org/PathwayBrowser/#/R-MMU-73894
REACTOME,EGFR downregulation,https://reactome.org/PathwayBrowser/#/R-MMU-69306
REACTOME,Negative regulation of MAPK pathway,https://reactome.org/PathwayBrowser/#/R-MMU-69002
REACTOME,Rap1 signalling,https://reactome.org/PathwayBrowser/#/R-MMU-68952
REACTOME,RET signaling,https://reactome.org/PathwayBrowser/#/R-MMU-69190
REACTOME,Formation of RNA Pol II elongation complex,https://reactome.org/PathwayBrowser/#/R-MMU-376172
REACTOME,RNA Polymerase II Pre-transcription Events,https://reactome.org/PathwayBrowser/#/R-MMU-3769402
REACTOME,RNA Polymerase II Transcription Elongation,https://reactome.org/PathwayBrowser/#/R-MMU-429947
REACTOME,Ion transport by P-type ATPases,https://reactome.org/PathwayBrowser/#/R-MMU-429914
REACTOME,Inositol phosphate metabolism,https://reactome.org/PathwayBrowser/#/R-MMU-73887
REACTOME,Synthesis of IP3 and IP4 in the cytosol,https://reactome.org/PathwayBrowser/#/R-MMU-5607761
REACTOME,Regulation of TP53 Activity through Phosphorylation,https://reactome.org/PathwayBrowser/#/R-MMU-5621480
REACTOME,Carboxyterminal post-translational modifications of tubulin,https://reactome.org/PathwayBrowser/#/R-MMU-1461973
REACTOME,RHOC GTPase cycle,https://reactome.org/PathwayBrowser/#/R-MMU-4641257
REACTOME,Gap junction trafficking and regulation,https://reactome.org/PathwayBrowser/#/R-MMU-4641258
REACTOME,Gap junction trafficking,https://reactome.org/PathwayBrowser/#/R-MMU-916853
REACTOME,Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane,https://reactome.org/PathwayBrowser/#/R-MMU-5610780
REACTOME,Gap junction assembly,https://reactome.org/PathwayBrowser/#/R-MMU-195253
REACTOME,Transport of connexons to the plasma membrane,https://reactome.org/PathwayBrowser/#/R-MMU-1614558
REACTOME,MHC class II antigen presentation,https://reactome.org/PathwayBrowser/#/R-MMU-1474228
REACTOME,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,https://reactome.org/PathwayBrowser/#/R-MMU-4419969
REACTOME,Recycling pathway of L1,https://reactome.org/PathwayBrowser/#/R-MMU-606279
REACTOME,Hedgehog 'off' state,https://reactome.org/PathwayBrowser/#/R-MMU-73927
REACTOME,Intraflagellar transport,https://reactome.org/PathwayBrowser/#/R-MMU-73928
REACTOME,RHO GTPases activate IQGAPs,https://reactome.org/content/query?q=RHO%20GTPases%20activate%20IQGAPs&types=Pathway
REACTOME,COPI-independent Golgi-to-ER retrograde traffic,https://reactome.org/PathwayBrowser/#/R-MMU-3299685
REACTOME,The role of GTSE1 in G2/M progression after G2 checkpoint,https://reactome.org/PathwayBrowser/#/R-MMU-5688426
REACTOME,Aggrephagy,https://reactome.org/PathwayBrowser/#/R-MMU-1266738
REACTOME,Selective autophagy,https://reactome.org/PathwayBrowser/#/R-MMU-8935690
REACTOME,Sealing of the nuclear envelope (NE) by ESCRT-III,https://reactome.org/PathwayBrowser/#/R-MMU-8963743
REACTOME,Deposition of new CENPA-containing nucleosomes at the centromere,https://reactome.org/PathwayBrowser/#/R-MMU-189085
REACTOME,Chromosome Maintenance,https://reactome.org/PathwayBrowser/#/R-MMU-192456
REACTOME,Nucleosome assembly,https://reactome.org/PathwayBrowser/#/R-MMU-69416
REACTOME,Elastic fibre formation,https://reactome.org/PathwayBrowser/#/R-MMU-4641262
REACTOME,Molecules associated with elastic fibres,https://reactome.org/PathwayBrowser/#/R-MMU-114516
REACTOME,Regulation of FZD by ubiquitination,https://reactome.org/PathwayBrowser/#/R-MMU-110357
REACTOME,Synthesis of pyrophosphates in the cytosol,https://reactome.org/PathwayBrowser/#/R-MMU-75205
REACTOME,Fertilization,https://reactome.org/PathwayBrowser/#/R-MMU-212676
REACTOME,Sperm Motility And Taxes,https://reactome.org/PathwayBrowser/#/R-MMU-379401
REACTOME,Reproduction,https://reactome.org/PathwayBrowser/#/R-MMU-390651
REACTOME,"Cobalamin (Cbl, vitamin B12) transport and metabolism",https://reactome.org/PathwayBrowser/#/R-MMU-8863795
REACTOME,Metabolism of water-soluble vitamins and cofactors,https://reactome.org/PathwayBrowser/#/R-MMU-1358803
REACTOME,Metabolism of vitamins and cofactors,https://reactome.org/PathwayBrowser/#/R-MMU-1253288
REACTOME,Visual phototransduction,https://reactome.org/PathwayBrowser/#/R-MMU-2173795
REACTOME,Metabolism of fat-soluble vitamins,https://reactome.org/PathwayBrowser/#/R-MMU-2173788
REACTOME,Cargo recognition for clathrin-mediated endocytosis,https://reactome.org/PathwayBrowser/#/R-MMU-202424
REACTOME,Clathrin-mediated endocytosis,https://reactome.org/PathwayBrowser/#/R-MMU-186763
REACTOME,Retinoid metabolism and transport,https://reactome.org/PathwayBrowser/#/R-MMU-1168372
REACTOME,Transport of RCbl within the body,https://reactome.org/PathwayBrowser/#/R-MMU-5654687
REACTOME,Agmatine biosynthesis,https://reactome.org/PathwayBrowser/#/R-MMU-5654696
REACTOME,Metabolism of polyamines,https://reactome.org/PathwayBrowser/#/R-MMU-5654708
REACTOME,Glycosaminoglycan metabolism,https://reactome.org/PathwayBrowser/#/R-MMU-5654716
REACTOME,Heparan sulfate/heparin (HS-GAG) metabolism,https://reactome.org/PathwayBrowser/#/R-MMU-9748784
REACTOME,Chondroitin sulfate/dermatan sulfate metabolism,https://reactome.org/PathwayBrowser/#/R-MMU-9754119
REACTOME,A tetrasaccharide linker sequence is required for GAG synthesis,https://reactome.org/PathwayBrowser/#/R-MMU-9652282
REACTOME,HS-GAG biosynthesis,https://reactome.org/PathwayBrowser/#/R-MMU-9734091
REACTOME,HS-GAG degradation,https://reactome.org/PathwayBrowser/#/R-MMU-5696400
REACTOME,Glyoxylate metabolism and glycine degradation,https://reactome.org/PathwayBrowser/#/R-MMU-6782135
REACTOME,Transcriptional Regulation by E2F6,https://reactome.org/PathwayBrowser/#/R-MMU-113510
REACTOME,Molybdenum cofactor biosynthesis,https://reactome.org/PathwayBrowser/#/R-MMU-8866654
REACTOME,RMTs methylate histone arginines,https://reactome.org/PathwayBrowser/#/R-MMU-3000178
REACTOME,EPH-Ephrin signaling,https://reactome.org/PathwayBrowser/#/R-MMU-2179392
REACTOME,EPHB-mediated forward signaling,https://reactome.org/PathwayBrowser/#/R-MMU-182971
REACTOME,MAPK6/MAPK4 signaling,https://reactome.org/PathwayBrowser/#/R-MMU-212718
REACTOME,RHOG GTPase cycle,https://reactome.org/PathwayBrowser/#/R-MMU-9648025
REACTOME,HDACs deacetylate histones,https://reactome.org/PathwayBrowser/#/R-MMU-2682334
REACTOME,RND2 GTPase cycle,https://reactome.org/PathwayBrowser/#/R-MMU-3928665
REACTOME,Glutathione conjugation,https://reactome.org/PathwayBrowser/#/R-MMU-3928663
REACTOME,Aflatoxin activation and detoxification,https://reactome.org/PathwayBrowser/#/R-MMU-3928662
REACTOME,Epigenetic regulation of gene expression,https://reactome.org/PathwayBrowser/#/R-MMU-901032
REACTOME,HATs acetylate histones,https://reactome.org/PathwayBrowser/#/R-MMU-199977
REACTOME,Formation of WDR5-containing histone-modifying complexes,https://reactome.org/PathwayBrowser/#/R-MMU-1236974
REACTOME,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),https://reactome.org/PathwayBrowser/#/R-MMU-8847993
REACTOME,Post-translational protein phosphorylation,https://reactome.org/PathwayBrowser/#/R-MMU-6785631
REACTOME,Metabolism of nucleotides,https://reactome.org/PathwayBrowser/#/R-MMU-198753
REACTOME,Pyrimidine catabolism,https://reactome.org/PathwayBrowser/#/R-MMU-202670
REACTOME,Purine catabolism,https://reactome.org/PathwayBrowser/#/R-MMU-8939211
REACTOME,Nucleotide catabolism,https://reactome.org/PathwayBrowser/#/R-MMU-114508
REACTOME,trans-Golgi Network Vesicle Budding,https://reactome.org/PathwayBrowser/#/R-MMU-391903
REACTOME,Golgi Associated Vesicle Biogenesis,https://reactome.org/PathwayBrowser/#/R-MMU-211979
REACTOME,Opioid Signalling,https://reactome.org/PathwayBrowser/#/R-MMU-1566948
REACTOME,G-protein mediated events,https://reactome.org/PathwayBrowser/#/R-MMU-112303
REACTOME,PLC beta mediated events,https://reactome.org/PathwayBrowser/#/R-MMU-2395516
REACTOME,Integration of energy metabolism,https://reactome.org/PathwayBrowser/#/R-MMU-139853
REACTOME,G-protein beta:gamma signalling,https://reactome.org/PathwayBrowser/#/R-MMU-211976
REACTOME,Acetylcholine regulates insulin secretion,https://reactome.org/PathwayBrowser/#/R-MMU-917729
REACTOME,Free fatty acids regulate insulin secretion,https://reactome.org/PathwayBrowser/#/R-MMU-1236977
